Unnamed: 0,Song Title,Artists,Producers,Genius ViewCount,Song Rank,Year,Lyrics
64,Not A Bad Thing,"('Justin Timberlake',)","['J-Roc', 'Justin Timberlake', 'Timbaland']",193871,45,2014,"[Verse 1]
Said all I want from you is to see you tomorrow
And every tomorrow
Maybe you’ll let me borrow, your heart
And is it too much to ask for every Sunday?
And while we're at it, throw in every other day to start

[Pre-Chorus]
I know people make promises all the time
Then they turn right around and break them
When someone cuts your heart open with a knife
Now you're bleeding
But I could be that guy to heal it over time
And I won’t stop until you believe it
'Cause baby, you’re worth it

[Chorus]
So don't act like it’s a bad thing to fall in love with me
'Cause you might fuck around and find your dreams come true with me
Spend all your time and your money just to find out that my love was free
So don't act like it’s a bad thing to fall in love with me, me
It’s not a bad thing to fall in love with me, me
Fall, yeah

[Verse 2]
Now how about I be the last voice you hear tonight?
And every other night for the rest of the nights that there are
And every morning I just wanna see you staring back at me (Staring back at me)
'Cause I know that’s a good place to start

[Pre-Chorus]
I know people make promises all the time
Then they turn right around and break them
When someone cuts your heart open with a knife
Now you're bleeding
(Don't you know) But I could be that guy to heal it over time
And I won’t stop until you believe it
'Cause baby, you’re worth it

[Chorus]
So don't act like it’s a bad thing to fall in love with me
'Cause you might fuck around and find your dreams come true with me
Spend all your time and your money just to find out that my love was free
So don't act like it’s a bad thing to fall in love with me, me
It’s not a bad thing to fall in love with me, me
Not such a bad thing to fall in love with me
(Not such a bad thing to fall in love with me)

[Bridge]
No, I won’t fill your mind
With broken promises and wasted time
And if you fall, you’ll always land right in these arms
These arms of mine

[Chorus]
Don't act like it’s a bad thing to fall in love with me
'Cause you might fuck around and find your dreams come true with me
Spend all your time and your money just to find out that my love was free
So don't act like it’s a bad thing to fall in love with me, me
It’s not a bad thing to fall in love with me, me
Not such a bad thing to fall in love with me"
65,Partition,"('Beyonce',)","['MIKE DEAN', 'J-Roc', 'KeY Wane', 'Beyoncé', 'Justin Timberlake', 'Timbaland']",2991161,95,2014,"[Part 1: ""Yoncé""]

[Intro]
Let me hear you say, ""Hey, Ms. Carter!"" (Hey, Ms. Carter!)
Say, ""Hey, Ms. Carter!"" (Hey, Ms. Carter!)
Give me some!

[Verse 1]
See me up in the club with fifty-'leven girls
Posted in the back, diamond fangs in my grill
Brooklyn brim with my eyes sitting low
Every boy in here with me got that smoke
Every girl in here got to look me up and down
All on Instagram, cake by the pound
Circulate the image every time I come around
G's up, tell me how I'm looking, babe

[Bridge]
Boy, this all for you just walk my way
Just tell me how it's looking, babe
Just tell me how it's looking, babe
(How it's looking, babe?)
I do this all for you, baby, just take aim
And tell me how it's looking babe
(How it's looking, babe?)
Tell me how it's looking babe, looking babe

[Verse 2]
Drop the bass, mane, the bass get lower
Radio say ""Speed it up"", I just go slower
High like treble, pumping on the mids
Ya man ain't ever seen a booty like this
And why you think ya keep my name rolling off the tongue
'Cause when he wanna smash, I'll just write another one
I sneezed on the beat and the beat got sicker
Yoncé all on his mouth like liquor
Yoncé all on his mouth like liquor
Yoncé all on his mouth like liquor
Yoncé all on his mouth like liquor
Like, like liquor, like, like, like liquor
Yoncé all on his mouth like liquor
Yoncé all on his mouth like liquor
Yoncé all on his mouth like liquor
Like, like liquor, like, like, like liquor

[Outro]
Beyoncé, Beyoncé?
Are you happy to be in Paris? Are you happy to be in Paris?
Beyoncé, Beyoncé? Beyoncé!

[Part 2: Partition]

[Verse 1]
Driver, roll up the partition, please
Driver, roll up the partition, please
I don't need you seeing 'Yoncé on her knees
Took forty-five minutes to get all dressed up
We ain't even gonna make it to this club
Now my mascara running, red lipstick smudged
Oh, he so horny, yeah, he want to fuck
He popped all my buttons, and he ripped my blouse
He Monica Lewinsky-ed all on my gown

[Pre-Chorus]
Oh, there daddy, daddy didn’t bring the towel
Oh, baby, baby we betta slow it down
Took forty-five minutes to get all dressed up
We ain't even gonna make it to this club

[Chorus]
Take all of me
I just wanna be the girl you like, girl you like
The kind of girl you like, girl you like
Take all of me
I just wanna be the girl you like, girl you like
The kinda girl you like is right here with me
(Right here with me, right here with me, right here with me)

[Verse 2]
Driver, roll up the partition fast (Hey)
Driver, roll up the partition fast
Over there I swear I saw them cameras flash
Handprints and footprints on my glass
Handprints and good grips all on my ass
Private show with the music blasting
He like to call me Peaches when we get this nasty
Red wine drip, we’ll talk that trash
Chauffeur eavesdropping, trying not to crash

[Pre-Chorus]
Oh, there daddy, daddy now you ripped my fur
Oh, baby baby be sweating out my hair
Took forty-five minutes to get all dressed up
We ain't even gonna make it to this club

[Chorus]
Take all of me
I just wanna be the girl you like, girl you like
The kind of girl you like, girl you like
Take all of me
I just wanna be the girl you like, girl you like
The kinda girl you like is right here with me
(Right here with me, right here with me, right here with me)

[Bridge]
Hello!
Est-ce que tu aimes le sexe ?
Le sexe, je veux dire : l'activité physique, le coït. Tu aimes ça ?
Tu ne t'intéresses pas au sexe ?
Les hommes pensent que les féministes détestent le sexe mais c'est une activité très stimulante et naturelle que les femmes adorent

[Chorus]
Take all of me
I just wanna be the girl you like, girl you like
The kind of girl you like, girl you like
Take all of me
I just wanna be the girl you like, girl you like
The kinda girl you like is right here with me
(Right here with me, right here with me, right here with me)
Hello!

[Outro]
Bzz-bzz-bzz-bzz-bzz-bzzwop"
66,Play It Again,"('Luke Bryan',)",['Jeff Stevens'],50163,64,2014,"[Verse 1]
She was sittin' all alone over on the tailgate
Tan legs swingin' by a Georgia plate
I was lookin' for her boyfriend
Thinkin', ""no way she ain't got one""
Soon as I sat down I was fallin' in love
Tryin' to pour a little sugar in her Dixie cup
Talkin' over the speakers in the back of that truck
She jumped up and cut me off

[Chorus]
She was like, ""oh my God, this is my song
I've been listenin' to the radio all night long
Sittin' 'round waitin' for it to come on and here it is""
She was like, ""come here, boy, I wanna dance!""
'Fore I said a word, she was takin' my hand
Spinnin' me around till it faded out
And she gave me a kiss
And she said, ""play it again, play it again, play it again""
And I said, ""play it again, play it again, play it again""

[Verse 2]
I'd gave that DJ my last dime
If he would have played it just one more time
But a little while later
We were sittin' in the drive in my truck
Before I walked her to the door
I was scannin' like a fool AM, FM, XM too
But I stopped real quick when I heard that groove
Man, you should have seen her light up

[Chorus 2]
She was like, ""oh my God, this is my song
We've been listenin' to the radio all night long
I can't believe that it came back on, but here it is""
She was like, ""come here boy, I wanna dance!""
'Fore I said a word, she was takin' my hand
Spinnin' in the headlights she gave me a goodnight kiss
And I said, ""play it again, play it again, play it again""

[Bridge]
And she said, ""play it again, play it again, play it again""
The next Friday night we were sittin' out under the stars
You should have seen her smile when I broke out my guitar

[Chorus 3]
She was like, ""oh my God, this is my song
I've been listenin' to the radio all night long
Sittin' 'round waitin' for it to come on and here it is""
She was like, ""come here boy, I wanna dance!""
'Fore I said a word, she was takin' my hand
Spinnin' in the headlights she gave me a goodnight kiss
And she said, ""play it again, play it again, play it again""
And I said, ""play it again, play it again, play it again""

[Outro]
Yeah play it again, play it again, play it again
Somebody play it again, play it again, play it again"
67,Pompeii,"('Bastille',)","['Dan Smith', 'Mark Crew']",505464,12,2014,"[Directed by Jesse John Jenkins]

[Intro]
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu

[Verse 1]
I was left to my own devices
Many days fell away with nothing to show

[Pre-Chorus]
And the walls kept tumbling down in the city that we love
Grey clouds roll over the hills, bringing darkness from above

[Chorus]
But if you close your eyes
Does it almost feel like nothing changed at all?
And if you close your eyes
Does it almost feel like you've been here before?
How am I going to be an optimist about this?
How am I going to be an optimist about this?

[Verse 2]
We were caught up and lost in all of our vices
In your pose as the dust settled around us

[Pre-Chorus]
And the walls kept tumbling down in the city that we love
Grey clouds roll over the hills, bringing darkness from above

[Chorus]
But if you close your eyes
Does it almost feel like nothing changed at all?
And if you close your eyes
Does it almost feel like you've been here before?
How am I going to be an optimist about this?
How am I going to be an optimist about this?

[Bridge]
Oh, where do we begin, the rubble or our sins?
Oh, where do we begin, the rubble or our sins?

[Pre-Chorus]
And the walls kept tumbling down in the city that we love
(Oh, where do we begin, the rubble or our sins?)
Grey clouds roll over the hills bringing darkness from above
(Oh, where do we begin, the rubble or our sins?)

[Chorus]
But if you close your eyes
Does it almost feel like nothing changed at all?
And if you close your eyes
Does it almost feel like you've been here before?
How am I going to be an optimist about this?
How am I going to be an optimist about this?
If you close your eyes
Does it almost feel like nothing changed at all?

[Outro]
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu"
68,Problem,"('Ariana Grande', 'Iggy Azalea')","['ILYA', 'Shellback', 'Max Martin']",554890,9,2014,"[Intro: Iggy Azalea & Ariana Grande]
Uh-huh! It's Iggy Iggs!
I got one more problem with you girl, hey!
(One less, one less problem)

[Verse 1: Ariana Grande]
Hey baby, even though I hate ya, I wanna love ya
(I want you)
And even though I can't forgive ya, I really want to
(I want you)
Tell me, tell me, baby, why can't you leave me?
'Cause even though I shouldn't want it, I gotta have it
(I want you)

[Pre-Chorus: Ariana Grande]
Head in the clouds
Got no weight on my shoulders
I should be wiser, and realize that I've got

[Chorus: Big Sean & Ariana Grande]
One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem
One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

[Verse 2: Ariana Grande]
I know you're never gonna wake up, I gotta give up
(But it's you)
I know I shouldn't ever call back or let you come back
(But it's you)
Every time you touch me and say you love me
I get a little bit breathless, I shouldn't want it
(But it's you)

[Pre-Chorus: Ariana Grande]
Head in the clouds
Got no weight on my shoulders
I should be wiser, and realize that I've got

[Chorus: Big Sean & Ariana Grande]
One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem
One less problem without ya
I got one less problem without ya (Ooh, babe)
I got one less problem without ya (Ooh, woah)
I got one less, one less problem

[Verse 3: Iggy Azalea]
It's Iggy Iggs!
Uh, what you got?
Smart money bettin' I'll be better off without you
In no time I'll be forgettin' all about you
You sayin' that you know, but I really, really doubt you
Understand my life is easy when I ain't around you
Iggy Iggy, too biggie to be here stressin'
I'm thinkin' I love the thought of you more than I love your presence
And the best thing now is probably for you to exit
I let you go, let you back, I finally learned my lesson
No half-steppin', either you want it or you just playin'
I'm listenin' to you knowin' I can't believe what you sayin'
There's a million you's baby boo, so don't be dumb
I got 99 problems but you won't be one, like what

[Bridge: Ariana Grande]
Mmm, nah, one less, one less problem
Mmm, yeah, one less, one less problem

[Pre-Chorus: Ariana Grande]
Head in the clouds
Got no weight on my shoulders
I should be wiser, and realize that I've got

[Chorus: Big Sean, Ariana Grande & Iggy Azalea]
One less problem without ya (Babe)
I got one less problem without ya (No, babe)
I got one less problem without ya (Ooh)
I got one less, one less problem (Ooh, baby)
One less problem without ya (Yeah, I got)
I got one less problem without ya (Woo, hey!)
I got one less problem without ya
I got one less, one less problem, problem, baby
One less problem without ya (Hey)
I got one less problem without ya (Without you)
I got one less problem without ya (I got one less, one less, yeah)
I got one less, one less problem, yeah
[Produced by Max Martin, Shellback, and Ilya]"
69,Radioactive,"('Imagine Dragons',)",['Alex da Kid'],757672,57,2014,"[Intro]
Whoah-oh
Whoah-oh
Whoah-oh
Whoah

[Verse 1]
I'm waking up to ash and dust
I wipe my brow and I sweat my rust
I'm breathing in the chemicals
Yeah, ah

[Refrain]
I'm breaking in, shaping up
Then checking out on the prison bus
This is it, the apocalypse
Whoa

[Pre-Chorus]
I'm waking up, I feel it in my bones
Enough to make my system blow
Welcome to the new age, to the new age
Welcome to the new age, to the new age

[Chorus]
Whoa-oh, whoa
I'm radioactive, radioactive
Whoa-oh, whoa
I'm radioactive, radioactive

[Verse 2]
I raise my flags, dye my clothes
It's a revolution, I suppose
We're painted red to fit right in
Whoa

[Refrain]
I'm breaking in, shaping up
Then checking out on the prison bus
This is it, the apocalypse
Whoa

[Pre-Chorus]
I'm waking up, I feel it in my bones
Enough to make my system blow
Welcome to the new age, to the new age
Welcome to the new age, to the new age

[Chorus]
Whoa-oh, whoa
I'm radioactive, radioactive
Whoa-oh, whoa
I'm radioactive, radioactive

[Bridge]
All systems go, the sun hasn't died
Deep in my bones, straight from inside

[Pre-Chorus]
I'm waking up, I feel it in my bones
Enough to make my system blow
Welcome to the new age, to the new age
Welcome to the new age, to the new age

[Chorus]
Whoa-oh, whoa
I'm radioactive, radioactive
Whoa-oh, whoa
I'm radioactive, radioactive"
70,Rather Be,"('Clean Bandit', 'Jess Glynne')","['Grace Chatto', 'Jack Patterson', 'Clean Bandit']",1074121,41,2014,"[Verse 1: Jess Glynne]
We're a thousand miles from comfort
We have traveled land and sea
But as long as you are with me
There's no place I'd rather be
I would wait forever
Exalted in the scene
As long as I am with you
My heart continues to beat

[Pre-Chorus: Jess Glynne]
With every step we take, Kyoto to The Bay
Strollin' so casually
We're different and the same, get you another name
Switch up the batteries

[Chorus: Jess Glynne]
If you gave me a chance, I would take it
It's a shot in the dark, but I'll make it
Know with all of your heart, you can't shame me
When I am with you, there's no place I'd rather be
N-n-no, no, no, no place I'd rather be
N-n-no, no, no, no place I'd rather be
N-n-no, no, no, no place I'd rather be
When I am with you, there's no place I'd rather be

[Verse 2: Jess Glynne]
We staked out on a mission
To find our inner peace
Make it everlasting
So nothing's incomplete
It's easy being with you
Sacred simplicity
As long as we're together
There's no place I'd rather be

[Pre-Chorus: Jess Glynne]
With every step we take, Kyoto to The Bay
Strollin' so casually
We're different and the same, gave you another name
Switch up the batteries

[Chorus: Jess Glynne]
If you gave me a chance, I would take it
It's a shot in the dark, but I'll make it
Know with all of your heart, you can't shame me
When I am with you, there's no place I'd rather be
N-n-no, no, no, no place I'd rather be
N-n-no, no, no, no place I'd rather be
N-n-no, no, no, no place I'd rather be
When I am with you, there's no place I'd rather be

[Bridge: Jess Glynne]
Be, be, be, be, be, be, be, be, be
Yeah, yeah, yeah, yeah, yeah, yeah, yeah

[Chorus: Jess Glynne]
If you gave me a chance, I would take it
It's a shot in the dark, but I'll make it
Know with all of your heart, you can't shame me
When I am with you, there's no place I'd rather be
N-n-no, no, no, no place I'd rather be
N-n-no, no, no, no place I'd rather be
N-n-no, no, no, no place I'd rather be
When I am with you, there's no place I'd rather be"
71,Roar,"('Katy Perry',)","['Cirkut', 'Max Martin', 'Dr. Luke']",491647,46,2014,"[Verse 1]
I used to bite my tongue and hold my breath
Scared to rock the boat and make a mess
So I sat quietly, agreed politely
I guess that I forgot I had a choice
I let you push me past the breaking point
I stood for nothing, so I fell for everything

[Pre-Chorus]
You held me down, but I got up (Hey)
Already brushing off the dust
You hear my voice, your hear that sound
Like thunder, gonna shake the ground
You held me down, but I got up (Hey)
Get ready cause I had enough
I see it all, I see it now

[Chorus]
I got the eye of the tiger, a fighter
Dancing through the fire
'Cause I am a champion, and you’re gonna hear me roar
Louder, louder than a lion
'Cause I am a champion, and you’re gonna hear me roar

[Post-Chorus]
Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh
You’re gonna hear me roar

[Verse 2]
Now I’m floating like a butterfly
Stinging like a bee I earned my stripes
I went from zero, to my own hero

[Pre-Chorus]
You held me down, but I got up (Hey)
Already brushing off the dust
You hear my voice, you hear that sound
Like thunder, gonna shake the ground
You held me down, but I got up (Got up)
Get ready 'cause I had enough
I see it all, I see it now

[Chorus]
I got the eye of the tiger, a fighter
Dancing through the fire
'Cause I am a champion, and you’re gonna hear me roar
Louder, louder than a lion
'Cause I am a champion, and you’re gonna hear me roar

[Post-Chorus]
Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh
You’re gonna hear me roar
Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh
(You'll hear me roar)
Oh oh oh oh oh oh oh
You’re gonna hear me roar

[Bridge]
Roar, roar, roar, roar, roar

[Chorus]
I got the eye of the tiger, a fighter
Dancing through the fire
'Cause I am a champion, and you’re gonna hear me roar
Oh, louder, louder than a lion
'Cause I am a champion, and you’re gonna hear me roar

[Post-Chorus]
Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh (Yeah)
You’re gonna hear me roar
Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh
(You'll hear me roar)
Oh oh oh oh oh oh oh
You’re gonna hear me roar

[Video Directed by Grady Hall & Mark Kudsi]
[Produced by Dr. Luke & Max Martin]"
72,Royals,"('Lorde',)",['Joel Little'],1744668,20,2014,"[Produced by Joel Little]
[Video by Joel Kefali]

[Verse 1]
I've never seen a diamond in the flesh
I cut my teeth on wedding rings in the movies
And I'm not proud of my address
In a torn up town, no postcode envy

[Pre-Chorus]
But every song's like
Gold teeth, Grey Goose, trippin' in the bathroom
Bloodstains, ball gowns, trashin' the hotel room
We don't care; we're driving Cadillacs in our dreams
But everybody's like
Cristal, Maybach, diamonds on your timepiece
Jet planes, islands, tigers on a gold leash
We don't care; we aren't caught up in your love affair

[Chorus]
And we'll never be royals (Royals)
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz
Let me be your ruler (Ruler)
You can call me queen bee
And baby, I'll rule (I'll rule, I'll rule, I'll rule)
Let me live that fantasy

[Verse 2]
My friends and I, we've cracked the code
We count our dollars on the train to the party
And everyone who knows us knows
That we're fine with this
We didn't come from money

[Pre-Chorus]
But every song's like
Gold teeth, Grey Goose, trippin' in the bathroom
Bloodstains, ball gowns, trashin' the hotel room
We don't care; we're driving Cadillacs in our dreams
But everybody's like
Cristal, Maybach, diamonds on your timepiece
Jet planes, islands, tiger's on a gold leash
We don't care; we aren't caught up in your love affair

[Chorus]
And we'll never be royals (Royals)
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz
Let me be your ruler (Ruler)
You can call me queen bee
And baby, I'll rule (I'll rule, I'll rule, I'll rule)
Let me live that fantasy

[Bridge]
(Oh, oh-oh)
We're bigger than we ever dreamed
And I'm in love with being queen
(Oh, oh-oh)
Life is great without a care
We aren't caught up in your love affair

[Chorus]
And we'll never be royals (Royals)
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz
Let me be your ruler (Ruler)
You can call me queen bee
And baby, I'll rule (I'll rule, I'll rule, I'll rule)
Let me live that fantasy"
73,Rude,"('MAGIC!',)","['Nasri Atweh', 'Adam Messinger']",544728,7,2014,"[Verse 1]
Saturday mornin', jumped outta bed and put on my best suit
Got in my car and raced like a jet all the way to you
Knocked on your door with heart in my hand to ask you a question
'Cause I know that you're an old-fashioned man, yeah (Yeah)

[Pre-Chorus]
Can I have your daughter for the rest of my life?
Say yes, say yes 'cause I need to know
You say I'll never get your blessin' till the day I die
""Tough luck, my friend, but the answer is no!""

[Chorus]
Why you gotta be so rude?
Don't you know I'm human too?
Why you gotta be so rude?
I'm gonna marry her anyway
(Marry that girl) Marry her anyway
(Marry that girl) Yeah, no matter what you say
(Marry that girl) And we'll be a family
Why you gotta be so rude?

[Verse 2]
I hate to do this, you leave no choice, can't live without her
Love me or hate me, we will be both standin' at that altar
Or we will run away to another galaxy, you know
You know she's in love with me, she will go anywhere I go

[Pre-Chorus]
Can I have your daughter for the rest of my life?
Say yes, say yes 'cause I need to know
You say I'll never get your blessin' till the day I die
""Tough luck, my friend, 'cause the answer's still no!""

[Chorus]
Why you gotta be so rude?
Don't you know I'm human too?
Why you gotta be so rude?
I'm gonna marry her anyway
(Marry that girl) Marry her anyway
(Marry that girl) Yeah, no matter what you say
(Marry that girl) And we'll be a family
Why you gotta be so rude?
Yeah (So rude)

[Saxophone Solo]

[Bridge]
Can I have your daughter for the rest of my life?
Say yes, say yes 'cause I need to know
You say I'll never get your blessin' till the day I die
""Tough luck, my friend, but no still means no!""

[Chorus]
Why you gotta be so rude?
Don't you know I'm human too?
Why you gotta be so rude?
I'm gonna marry her anyway
(Marry that girl) Marry her anyway
(Marry that girl) Yeah, no matter what you say
(Marry that girl) And we'll be a family
Why you gotta be so rude?
Why, why, why, why?
(Say) Say, why you gotta be so rude?"
74,Say Something,"('A Great Big World', 'Christina Aguilera')",['Dan Romer'],1245051,17,2014,"[Intro: A Great Big World]
Say something, I'm giving up on you
I'll be the one, if you want me to
Anywhere, I would've followed you
Say something, I'm giving up on you

[Verse 1: A Great Big World & Christina Aguilera]
And I... am feeling so small
It was over my head
I know nothing at all

[Verse 2: A Great Big World & Christina Aguilera]
And I will stumble and fall
I'm still learning to love
Just starting to crawl

[Chorus: A Great Big World & Christina Aguilera]
Say something, I'm giving up on you
I'm sorry that I couldn't get to you
Anywhere, I would've followed you
Say something, I'm giving up on you

[Verse 3: A Great Big World & Christina Aguilera]
And I will swallow my pride
You're the one that I love
And I'm saying goodbye

[Chorus: A Great Big World & Christina Aguilera]
Say something, I'm giving up on you
And I'm sorry that I couldn't get to you
And anywhere, I would've followed you, oh-oh
Say something, I'm giving up on you

[Outro: A Great Big World & Christina Aguilera]
Say something, I'm giving up on you
Say something..."
75,Shake It Off,"('Taylor Swift',)","['Shellback', 'Max Martin']",298029,13,2014,"[Verse 1]
I stay out too late
Got nothing in my brain
That's what people say, mmm, mmm
That's what people say, mmm, mmm
I go on too many dates
But I can't make them stay
At least that's what people say, mmm, mmm
That's what people say, mmm, mmm

[Pre-Chorus 1]
But I keep cruisin'
Can't stop, won't stop movin'
It's like I got this music in my mind
Saying it's gonna be alright

[Chorus]
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

[Verse 2]
I never miss a beat
I'm lightning on my feet
And that's what they don’t see, mmm, mmm
That's what they don’t see, mmm, mmm
I'm dancing on my own (Dancing on my own)
I make the moves up as I go (Moves up as I go)
And that's what they don't know, mmm, mmm
That’s what they don’t know, mmm, mmm

[Pre-Chorus 2]
But I keep cruisin'
Can't stop, won't stop groovin'
It's like I got this music in my mind
Saying it's gonna be alright

[Chorus]
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

[Post-Chorus]
Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off

[Interlude]
Hey, hey, hey
Just think while you've been getting down and out about the liars
And the dirty, dirty cheats of the world
You could've been getting down
To this sick beat

[Bridge]
My ex-man brought his new girlfriend
She's like, “Oh my God,” but I'm just gonna shake
And to the fella over there with the hella good hair
Won't you come on over, baby?
We can shake, shake, shake
Yeah, oh, oh, oh

[Chorus]
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
(Haters gonna hate)
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
Heartbreakers gonna break, break, break, break, break (Mmhm)
And the fakers gonna fake, fake, fake, fake, fake
(And fake, and fake, and fake)
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

[Post-Chorus]
Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off (Yeah)
Shake it off, I shake it off
I, I, I shake it off, I shake it off (You got to)
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off

[Video directed by Mark Romanek]"
76,She Looks So Perfect,"('5 Seconds Of Summer',)","['Eric Valentine', 'Jake Sinclair']",184617,93,2014,"[Intro: All]
Hey-hey, hey-hey, hey-hey, hey
Hey-hey, hey-hey, hey-hey, hey

[Verse 1: Luke]
Simmer down, simmer down
They say we’re too young now to amount to anything else
But look around
We worked too damn hard for this just to give it up now
If you don’t swim, you’ll drown
But don’t move, honey

[Chorus: All]
You look so perfect standing there
In my American Apparel underwear
And I know now that I’m so down
Your lipstick stain is a work of art
I got your name tattooed in an arrow heart
And I know now that I’m so down
Hey
Hey-hey, hey-hey, hey-hey, hey

[Verse 2: Calum]
Let’s get out, let’s get out
'Cause this deadbeat town’s only here just to keep us down
While I was out
I found myself alone just thinking
If I showed up with a plane ticket
And a shiny diamond ring with your name on it
Would you wanna run away too?
'Cause all I really want is you

[Chorus: All]
You look so perfect standing there
In my American Apparel underwear
And I know now that I’m so down
I made a mixtape straight out of ‘94
I’ve got your ripped skinny jeans lying on the floor
And I know now that I’m so down
Hey
Hey-hey, hey-hey, hey-hey, hey

[Bridge: Luke]
You look so perfect standing there
In my American Apparel underwear
And I know now that I'm so down
Your lipstick stain is a work of art
I got your name tattooed in an arrow heart
And I know now that I’m so down

[Chorus: All]
Hey
Hey-hey, hey-hey, hey-hey, hey
You look so perfect standing there
In my American Apparel underwear
And I know now that I’m so down (Hey)
Your lipstick stain is a work of art
I got your name tattooed in an arrow heart
And I know now that I’m so down
Hey"
